abnormal	2016-01-13	ITOT
AGG	0.09433962120935248	0.2497670841217041
ITOT	0.10812112909782724	0.2605586825311184
VEU	0.09281237366116779	0.24423182778060437
VNQ	0.09581255429744372	0.24544240601360798
normal	2016-01-13
AGG	0.09438486402127079	0.24952544257044793
SHV	0.10835738014487534	0.2611811149120331
VEU	0.0928747145755253	0.24402826718986034
VNQ	0.09583454718130745	0.24526517316699029
abnormal	2016-03-03	VNQ
AGG	0.08081321030550773	0.24459179542958737
SHV	0.07978071251246889	0.23431853979825973
VEU	0.0880141638013184	0.24771841652691365
VNQ	0.10831623287547924	0.273371244892478
normal	2016-03-03
AGG	0.0809038899290046	0.24421947367489338
BIV	0.07943192445951261	0.23301960170269012
SHV	0.08808588234170778	0.24775345377624036
VEU	0.10879210144892916	0.2750074778497219
abnormal	2016-07-12	AGG
AGG	0.1067249393720408	0.26264714404940603
BIV	0.07447307245335613	0.23523400619626045
SHV	0.09099954066969691	0.24740199699997903
VEU	0.09318881646822355	0.25471685111522674
normal	2016-07-12
BIV	0.10676847928653695	0.2631332766264677
SHV	0.07441529327933935	0.23493507146835327
TLH	0.0907264228887867	0.24670280829072
VEU	0.09323954304399176	0.25522884368896487
abnormal	2016-11-22	BIV
BIV	0.10777905132619767	0.2622093667089939
SHV	0.0823550541706548	0.24474199444055558
TLH	0.08816592698560681	0.2385193395614624
VEU	0.0992712383330058	0.25452930249273775
normal	2016-11-22
IDHQ	0.10776889017685654	0.26217133551836014
SHV	0.08225553315690763	0.24458135634660721
TLH	0.08805075390049816	0.23822620376944542
VEU	0.09944748349214709	0.25502109959721564
abnormal	2018-02-06	VEU
IDHQ	0.0875656688026561	0.24261446803808212
SHV	0.08224792138877372	0.2386214629560709
TLH	0.08665303230570032	0.2594692932069302
VEU	0.10634444229104235	0.2592947774380445
normal	2018-02-06
BND	0.08746655564318763	0.2425756325572729
IDHQ	0.08241563758191726	0.23920002169907092
SHV	0.08652690262607772	0.259492180198431
TLH	0.10615283881246484	0.2587321649491787
abnormal	2018-03-02	BND
BND	0.10738752551519842	0.2787439366430044
IDHQ	0.09551881390603331	0.25313394390046595
SHV	0.08819266530420934	0.22463383711874485
TLH	0.0953214334813725	0.24348828479647636
normal	2018-03-02
FXI	0.1075124179391082	0.2791184504330158
IDHQ	0.09533970488204926	0.25270826831459997
SHV	0.08808818367240168	0.22441616103053094
TLH	0.09538056229753313	0.24375712171196937
abnormal	2018-06-13	TLH
FXI	0.10113175049923977	0.257853002846241
IDHQ	0.08950292946850588	0.23232864730060102
SHV	0.09981054066550728	0.24662571296095848
TLH	0.1071707695778252	0.26319264352321625
normal	2018-06-13
EWI	0.10141224506417496	0.2582616151124239
FXI	0.0893237157514063	0.23180826738476754
IDHQ	0.0998288030818485	0.24644544646143912
SHV	0.1072450723939583	0.2634846720099449
abnormal	2019-07-12	EWI
EWI	0.10830364495062848	0.27860069707036017
FXI	0.08210331379390837	0.2359095595777035
IDHQ	0.0843778657020973	0.23768919512629508
SHV	0.0925591090323687	0.24780054584145547
normal	2019-07-12
BIL	0.10834101765830466	0.27885929733514786
FXI	0.08217319852230898	0.23609029762446881
IDHQ	0.08435805731759122	0.23754140079021455
SHV	0.09246662804804656	0.2475090081989765
abnormal	2019-12-12	SHV
BIL	0.09186958703730479	0.2488730065524578
FXI	0.09754504026901144	0.24680340126156808
IDHQ	0.09208766147335398	0.24613887310028076
SHV	0.10632412250371001	0.25818471878767013
normal	2019-12-12
BIL	0.09185283498823013	0.2486579792201519
FXI	0.09774024419023919	0.24734722837805748
IDHQ	0.09206288654952917	0.24592866390943527
PVI	0.10625927920547874	0.25806613251566884
abnormal	2020-10-23	FXI
BIL	0.09500781069736079	0.253423423320055
FXI	0.11081876123010274	0.255265781134367
IDHQ	0.07722224178278149	0.2405344082415104
PVI	0.09494268030891746	0.2507763882726431
normal	2020-10-23
BIL	0.09590031204621075	0.2550331462919712
EWI	0.11076705541625044	0.2550685326009989
IDHQ	0.07706816150309705	0.23989940732717513
PVI	0.09471982627190403	0.24999891735613347
