00
2016-01-12	AGG	0.10398401009420281	0.27194489881396294
2016-05-16	ITOT	0.10542763487336705	0.26768493980169294
2016-11-04	AGG	0.11103049584797009	0.28979232341051103
2017-01-09	VEU	0.10784241615127806	0.2562374921143055
2017-03-28	VNQ	0.10326900824264132	0.26395608730614184
2018-01-02	VNQ	0.10048902210353235	0.2556175973266363
2019-01-08	AGG	0.10550748010822461	0.2678297894448042
2020-09-16	ITOT	0.10317152239656778	0.2618123535811901
01
2018-04-26	VNQ	0.09781265991687153	0.2509893258661032
2018-08-07	VNQ	0.10472969965954843	0.2659790316969156
2018-08-13	VNQ	0.1064534346813555	0.2645785482227802
2019-12-24	VEU	0.10027731704651192	0.2662959074229002
2020-10-01	ITOT	0.10115619127525013	0.2571033652871847
02
2016-01-27	AGG	0.10263133085156516	0.26523924976587293
2016-02-08	AGG	0.1012518671299103	0.2771364112198353
2018-01-31	AGG	0.10518839670229799	0.2648330103605986
2019-01-08	VNQ	0.10287131702624357	0.24842720307409763
2019-03-26	VEU	0.10214930615331624	0.2666567186266184
2019-10-04	AGG	0.10698895050133099	0.27051967397332194
2020-04-16	ITOT	0.10203461599189598	0.24622139088809492
03
2016-03-17	VEU	0.10296336314529544	0.25021896734833715
2016-11-29	TFI	0.10579710639681937	0.2717030647397041
2017-02-06	TFI	0.10219489348015037	0.25515926368534564
2017-06-27	VEU	0.11166327780191158	0.2878773470968008
2019-04-17	VNQ	0.10630410682144743	0.2708173445612192
2019-10-31	ITOT	0.10673094110062992	0.26904902428388594
2019-11-04	TFI	0.10161115621114257	0.27029182091355325
2020-12-30	VNQ	0.10365128882832435	0.2638542062789202
04
2016-06-28	VNQ	0.10567057792714259	0.24585667088627816
2017-08-15	ITOT	0.10122565186658715	0.24566382244229318
2017-08-30	ITOT	0.10832319700456028	0.26333866953849794
2018-01-02	VNQ	0.10637021846484758	0.27348964467644693
2019-05-17	AGG	0.11245897661084249	0.2759417163580656
2019-05-21	AGG	0.11064319306672442	0.2792888839542866
2019-08-07	VEU	0.09942497796752887	0.24840095229446887
05
2016-08-19	VNQ	0.10701230607527286	0.26002847254276273
2017-05-02	VEU	0.10194204251405027	0.26173105686903
2017-11-29	ITOT	0.10206433975848771	0.26150897562503816
2017-12-05	NYF	0.09825269776863257	0.2560918428003788
2018-01-08	VNQ	0.10583695036296936	0.26697846196591857
2018-01-16	ITOT	0.10597267617243841	0.2676798180490732
2018-01-24	VEU	0.10310575019970589	0.23799690321087838
2018-08-01	NYF	0.10829420962027961	0.2733747732639313
2020-08-26	ITOT	0.1054531352740452	0.2570169205218554
2020-10-19	ITOT	0.1089365883964044	0.2706181835383177
06
2016-08-22	VEU	0.10737541596033823	0.2561801112443209
2017-04-10	ITOT	0.10023634985374998	0.26082211315631865
2018-11-20	AGG	0.10201206398766709	0.25865910470485687
2019-01-02	AGG	0.10786096010566794	0.28882895708084105
2019-07-01	AGG	0.10222105279306447	0.2517324656248093
2020-07-06	AGG	0.10926226651624522	0.2681486514210701
07
2016-02-12	ITOT	0.10874160573840119	0.2752986624091864
2017-10-05	ITOT	0.10105719503425288	0.2613514921069145
2017-10-09	VNQ	0.09768474515080845	0.23323606930673121
2017-11-07	VNQ	0.10336598069786786	0.24100923009216785
2018-08-07	ITOT	0.10583772785064413	0.2767360579967499
2018-09-19	ITOT	0.10365805463404204	0.2866942276060581
2019-07-23	VEU	0.10117878404375347	0.2493639798462391
2020-01-07	ITOT	0.10844761196004013	0.2697063697129488
2020-04-15	ITOT	0.10548719201823338	0.2750019061565399
2020-08-13	SHV	0.09981623757874909	0.2629256093502045
2020-10-14	ITOT	0.10620442928331976	0.2736710521578789
08
2016-01-13	BIL	0.11286210934277194	0.2859554633498192
2016-02-11	BIL	0.10296167882571244	0.2583331805467606
2016-03-16	ITOT	0.10215464131364714	0.2577609780430794
2016-09-01	BIL	0.10224935130466017	0.2705306653678417
2016-09-19	BIL	0.10365526238869147	0.2647120418399572
2016-10-31	VNQ	0.10319344474512522	0.2558063417673111
2017-01-18	VNQ	0.09807983414355748	0.25785083524882796
2017-03-23	BIL	0.10511294188141407	0.26779546961188316
2017-08-28	BIL	0.10656746861344031	0.26642921775579453
2017-10-13	VEU	0.10061605373281665	0.2560195234417915
2017-12-26	BIL	0.10037573223453941	0.2545357366651297
2018-07-30	VNQ	0.106288305698134	0.28145364828407765
2018-09-26	BIL	0.10406960635653624	0.2553363224864006
2018-10-11	ITOT	0.10927883593940271	0.27253740474581717
2019-01-16	BIL	0.10233594158544305	0.2669130340963602
2019-02-28	BIL	0.10000837402549916	0.25223500162363055
2019-03-20	VNQ	0.10508950320341766	0.26377666123211385
