abnormal	2016-01-12	AGG
AGG	0.1039840100942028	0.27194489881396294
ITOT	0.08814893594437692	0.24543287143111228
VEU	0.09904594676942063	0.22754219353199004
VNQ	0.09648619310512276	0.25508004158735276
normal	2016-01-12
FXH	0.1003147393054179	0.30673424258828164
ITOT	0.09053128789179721	0.2424308143556118
VEU	0.07946216380698905	0.22332396402955054
VNQ	0.07574899631708772	0.22751098453998567
abnormal	2018-04-26	VNQ
FXH	0.09775589454413022	0.26771880209445953
ITOT	0.09533139592629597	0.2500315223634243
VEU	0.09212211294140317	0.23126035958528518
VNQ	0.09781265991687157	0.2509893258661032
normal	2017-02-02
AGG	0.09890578985788967	0.2671053647249937
ITOT	0.06314930112619142	0.21425730586051941
VEU	0.08976308090601734	0.2647619255632162
VNQ	0.08679183014363731	0.2538754169642925
abnormal	2018-01-31	AGG
AGG	0.10518839670229801	0.2648330103605986
ITOT	0.10103006062584836	0.25842096127569675
VEU	0.08673911641559136	0.2369559419900179
VNQ	0.09883933426802052	0.23979009501636028
normal	2018-01-31
ITOT	0.09265598896323779	0.25021965727210044
TFI	0.09003817509116548	0.2548623025417328
VEU	0.08432659307578108	0.23562976889312268
VNQ	0.09077649268907946	0.25928827725350856
abnormal	2019-04-17	VNQ
ITOT	0.10094782310494925	0.25043774008750913
TFI	0.08923087385154178	0.23982738494873046
VEU	0.08755462209618688	0.23891754001379012
VNQ	0.1063041068214474	0.2708173445612192
normal	2019-02-01
AGG	0.08141095295548174	0.23416882790625096
ITOT	0.08262611452942258	0.2527946050465107
VEU	0.0993091193786472	0.27385390996932985
VNQ	0.08281606199077352	0.2391826593875885
abnormal	2019-05-17	AGG
AGG	0.11245897661084252	0.2759417163580656
ITOT	0.09909708712612521	0.25819456405937674
VEU	0.09476008001606162	0.24199522748589516
VNQ	0.07834778817319554	0.2238684979081154
normal	2019-05-17
ITOT	0.07929693831901893	0.23985680878162385
NYF	0.07527454598937383	0.2254992838948965
VEU	0.09685154995990876	0.28384654968976974
VNQ	0.09141754627208645	0.2507973580062389
abnormal	2020-08-26	ITOT
ITOT	0.10545313527404523	0.2570169205218554
NYF	0.10266166550201411	0.2639558146893978
VEU	0.08178805779772047	0.2259190385043621
VNQ	0.09510449377620776	0.2531082385778427
normal	2019-10-02
AGG	0.0938483718225177	0.28851787880063057
ITOT	0.08601011925540357	0.259267341196537
VEU	0.07466581409628414	0.22538338884711265
VNQ	0.07582899544559792	0.22683139123022555
abnormal	2020-07-06	AGG
AGG	0.10926226651624522	0.2681486514210701
ITOT	0.08492042170083998	0.22871634110808373
VEU	0.09475614446733835	0.2489868752658367
VNQ	0.09801036417325988	0.2541481355577707
normal	2020-07-06
ITOT	0.09686242574414138	0.27855273216962817
SHV	0.09449419256352574	0.2583045832067728
VEU	0.08469692177089436	0.23612894229590892
VNQ	0.07405142588394041	0.22701374530792237
abnormal	2020-08-13	SHV
ITOT	0.09894929507254455	0.25962465688586234
SHV	0.09981623757874909	0.2629256093502045
VEU	0.09551484643620013	0.24605555027723314
VNQ	0.08969441984738173	0.23139418706297873
normal	2020-08-13
BIL	0.08650415527209832	0.25403824761509897
ITOT	0.07803159363373302	0.2420557925105095
VEU	0.07575417859218743	0.2507803237438202
VNQ	0.07690285746541367	0.2531256417930126
